adjudication_key	base_state	current_state
literal:55ee86fd9dd710d8b28c099181180c22aeee513a0060481b5807de8bfe3995f0	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the bound 'triggers **exactly one bounded re-dispatch**' in fix-delta-gate.md, the termination guarantee for the gate. Agent-read only; no executable consumer established, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the gate's bounded re-dispatch guarantee in fix-delta-gate.md. Sole home; the 'fix-delta not verified' breadcrumb it governs is a reflection bullet the agent writes, and lib/cheap-gate.jq counts reflections without matching their text.""]"
literal:590a212499afd1d749aa8edb3fb543eaf15e3d1a2cd4db99aaef2989eac30aa6	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the 'Block-presence gate (fail-closed on persistence, not just on value).' rule in shadow-review.md, which governs shadow prompt composition. A fail-closed condition stated only in prose; agent-read only, so it fails closed here too.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the block-presence gate rule in shadow-review.md. Sole home; the fields it gates (coverage, prompt_addenda) appear only in prose surfaces and no script or jq filter reads them.""]"
literal:5b740804b4a0ab4215b3005d115e416cfd0c54415924f3a76645769c815b64fe	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the provenance rule in shadow-review.md forbidding an inferred \""none\"" without live evidence. It is the unknown-is-not-zero discipline applied to shadow provenance; no parser reads it, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the provenance rule in shadow-review.md forbidding an inferred \""none\"" without live evidence. Sole home; no parser reads the sentence, and the attestation fields it governs are agent-written prose operands.""]"
literal:5bdfcceae48b619df9e42ef5a59c2064e2336800cb093ec2194d9d26731d7744	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the 'Telemetry, recovery, and continuation contracts' section heading in review-and-fix-contract.inventory.md. Same provenance-mapping role as the iteration-cap heading; no machine consumer established, fails closed.""]"	"[""boundary"",""maintainer adjudication (#946 step 2): RETAINED. Third section heading of the same extraction-provenance inventory; same non-prompt-surface status and same counted_occurrences 0 position, so arm 3 retains.""]"
literal:6cebe4699efd398a80a3e4f4f45ef596b30d11240d342c831895317645ed853a	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the MAX_ITERS=5 default fallback in the same loop-control.md recipe. The value 5 is also asserted against .devflow/config.schema.json and config.example.json by executable assertions in this module, so the pin keeps the shipped recipe consistent with the schema default those assertions check.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the MAX_ITERS=5 default-fallback assignment in loop-control.md. Sole counted home; the default value 5 is asserted executably against config.schema.json and config.example.json by this module without reference to this literal, so retiring the pin removes no coverage. A bare IDENT=value assignment yields no extracted head and trips no shape rule.""]"
literal:6e93cea96dd91077575a425a39aa42cfa4dfa9cf46056a73be3f01951d1ec6ed	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the scoping sentence in fix-delta-gate.md narrowing the re-review to this iteration's cumulative fix delta. The scope is what bounds the gate's cost; agent-read only, fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the gate's re-review scoping sentence in fix-delta-gate.md. Sole home; the operand it describes (git diff <iter_fix_base>..HEAD) is composed by the agent and no helper derives it from this sentence.""]"
literal:7248324416c743dbad6f79649a828c9d9b4ee71ebce5a78e111dd5935b395d83	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the park-calibration gate heading in skills/review-and-fix/references/shadow-review.md. The heading is the anchor the gate's own sentinel and the fix loop refer to; read by the agent only, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the park-calibration gate heading in shadow-review.md. Empirically probed: lint-subagent-extension-handoff.py's scan_file returns an empty result over this file both with and without the heading line, and the file's registry record carries handoff 'inherited', which audit() exempts from the scan-reach direction; declared_non_dispatch is empty.""]"
literal:7282c43dcade533cebd9b596eae8a0a95aa398b281fdf25974babc9c780506d3	"[""boundary"",""maintainer adjudication (#946): newly visible; the only pin in this module that targets the review-engine bundle rather than the review-and-fix bundle: it pins 'keeps the full roster regardless of `iterations`' in skills/review/phases/phase-3-agents.md, so review-and-fix's recovery path depends on a rule owned by the shared engine. That cross-bundle coupling is the retention ground; no tool reads the sentence.""]"	"[""boundary"",""maintainer adjudication (#946 step 2): RETAINED as a cross-file phase contract. This is the module's only pin that targets the review-ENGINE bundle rather than the review-and-fix bundle: the full-roster-regardless-of-iterations rule is owned by skills/review/phases/phase-3-agents.md while review-and-fix's recovery path is the surface that consumes its consequence, which is the #291-class retention CONTRIBUTING records under arm 3. No tool parses the sentence; the retention rests on the cross-bundle dependency, not on a machine reader.""]"
literal:81fdb2545e56fbc00c0f1cb21a2aa44ae1a83b220c17fc5f1310696768fbc92d	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the complementary limb in loop-exit.md that keeps a non-logs post-shadow commit tripping the unreviewed-edit gate. Paired with the exemption limb above and likewise named in the frozen red-on-removal retirement manifest; no executable consumer established.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the complementary non-exemption clause on the same loop-exit.md line. Sole home; same absence of a parser as the exemption arm it pairs with.""]"
literal:a631724aecaf1c1476f2a7e00986f186abcd743f046bfbcf463dacf93f28a471	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the mandatory clean sentinel 'park-calibration gate clean: no parked finding matched' that shadow-review.md requires an iteration record to carry. Historically it WAS observable in emitted run records, but #947 deleted the .devflow/logs/review/** artifacts that carried it, so the only live home outside the suite is the skill prose and no consumer reads the sentinel today; retained fail-closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the mandatory clean sentinel in the gate's reflection bullet. Re-verified independently of the step-1 rationale: an unfiltered whole-tree grep for the sentinel finds only shadow-review.md, this module's pin, and the frozen corpora. lib/efficiency-trace.sh's shadow handling is field-based (SHADOW_SYNTH_EXPECTED_FIELDS, a closed provenance-value set) and greps no sentinel; the reflection consumers lib/fetch-pr-context.sh and lib/cheap-gate.jq key on section and glyph, never wording.""]"
literal:a7429187058666b8e150f6aa27b4979299c1ef884d94c6fa8483efe9a89f5207	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the over-grade calibration gate heading in shadow-review.md, the sibling anchor to the park-calibration heading. Agent-read only; no machine consumer established, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the over-grade calibration gate heading in shadow-review.md, sibling to the park-calibration heading. Same empirical lint probe: deleting the heading leaves scan_file's output unchanged.""]"
literal:be5ed25ad801ddde5e41af030f34022dbdb71ec2ca54aff9fd408954695bcfe3	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the under-grade routing sentence in shadow-review.md that sends a parked finding back through Step 2.5 to Step 3 as a promoted iteration. This is loop-control behavior stated only in prose; no tool reads it, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the gate's on-a-match routing sentence in shadow-review.md. Sole home. The promotion PROVENANCE values on the same page (park-calibration-post-shadow / -pre-shadow) are read by lib/efficiency-trace.sh, but they are separate literals with their own pins and are not contained in this one.""]"
literal:c09b19832a178813d1f4448956d0d3878031f352199d1285dbf9cc78861412a0	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the scoped-staging prohibition ('Never use `git add -A` or `git add .` at the fix-commit step') in skills/review-and-fix/references/fixing.md. Instruction executed by the fix loop; no tool parses it, so it fails closed pending re-adjudication.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the scoped-staging prohibition in fixing.md item 6. Sole home. lib/efficiency-trace.sh's SHARED FIX-COMMIT SUBJECT CONTRACT parses exactly one fixing.md literal, the commit-subject template three lines below this one, and never the staging prose. phase-2-implement.md restates the prohibition in different words for the implement sweep, which no substring pin can hold to it.""]"
literal:ca3b0f52b4825ae9572de9403a093983992d58902c082a66fe393ee52b077ca3	"[""boundary"",""maintainer adjudication (#946): newly visible; pins 'verify the prescription against its cited source of truth' in fixing.md, the instruction that stops a handoff prescription being applied unverified. Agent-read only; no machine consumer established, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the verify-the-prescription instruction in fixing.md item 2. Sole home across skills, docs, agents and the prompt extensions; the general principle it cites lives in skills/receiving-code-review/SKILL.md in unrelated wording.""]"
literal:ca96b9d471c9636e273874811490e0fb61038b89037473681378c0ddcbee1d4a	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the 'Guard-class shape 1' heading in this repo's consumer prompt extension .devflow/prompt-extensions/review-and-fix.md. Verified consumer of the FILE is scripts/load-prompt-extension.sh, whose bytes become the reviewer's appended prompt; the heading itself has no parser, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the guard-class shape 1 heading in this repo's review-and-fix prompt extension. scripts/load-prompt-extension.sh reads the file as whole bytes (its --section mode is used only by create-issue), and lint-subagent-extension-handoff.py keys heading text solely off declared_non_dispatch, which is empty and names no section of this file. Every cross-reference to this class elsewhere cites the class NUMBER, not the heading wording.""]"
literal:cea06159cb781cabb8c95ab60d36e3623aa99f56736c8645311f903824a48597	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the source-baseline commit 209b9e6c recorded in review-and-fix-contract.inventory.md, the extraction provenance for this module. Verified consumer of the FILE is test_module_runner.py, which requires modules/<id>.inventory.md to exist; no consumer of this SHA literal itself was established, so it fails closed.""]"	"[""boundary"",""maintainer adjudication (#946 step 2): RETAINED. The target is the source-baseline commit recorded in lib/test/modules/review-and-fix-contract.inventory.md, a test-support extraction record rather than agent-executed prompt prose, so the #843 class does not reach it; the file's only counted homes are inside lib/test/, which the census excludes, leaving counted_occurrences 0 and no prose bucket the row could legally take. Arm 3 retains.""]"
literal:d69dbf9bdf18d7d4bb9f300062b90b73ec554750efcc2722f0240307b4777147	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the 'Convergence, shadow, and re-sweep contracts' section heading in review-and-fix-contract.inventory.md. Same provenance-mapping role as the iteration-cap heading; no machine consumer established, fails closed.""]"	"[""boundary"",""maintainer adjudication (#946 step 2): RETAINED. Second section heading of the same extraction-provenance inventory; same non-prompt-surface status and same counted_occurrences 0 position, so arm 3 retains.""]"
literal:d76b2c379e50996436efc965d52f12b13a03ce25079ba9a0856d66ff3690e973	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the 'Guard-class shape 2' heading (the non-preflight PATH-tool guard class) in the review-and-fix prompt extension. Same loader-consumed file, same unparsed-heading status as shape 1, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the guard-class shape 2 heading in the review-and-fix prompt extension. Same loader and lint analysis as shape 1; CLAUDE.md and the implement surfaces cite 'guard-class 2' by number, never this heading string, so the literal participates in no cross-file reference.""]"
literal:d838d658aa0fab35215391113e3c063c9845aa2ef14facdd5b3caf1fcf334fc7	"[""boundary"",""maintainer adjudication (#946): newly visible; pins 'Topic-priming is a second, distinct leak channel' in docs/DEVFLOW_SYSTEM_OVERVIEW.md, keeping the second shadow-leak channel visible in the canonical overview. Documentation prose with no machine consumer; retained fail-closed.""]"	"[""boundary"",""maintainer adjudication (#946 step 2): RETAINED on a wrapped second home. docs/shadow-review.md carries the same sentence differing by a single word ('a second, distinct channel' vs 'a second, distinct leak channel'), and skills/review-and-fix/references/shadow-review.md states it a third time, so this is a duplicated statement whose divergence check the pin is buying; a pin-only removal is not an accepted disposition for it. No machine consumer either way.""]"
literal:e5469ba0c3db76066cf7362d336de47d3e7b75c6c9825fd7257576c9c5e2a5c0	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the finding rule in fixing.md that a comment still describing the pre-change mechanism is a finding. It is the re-sweep's operative verdict condition; read by the agent only, fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the re-sweep's operative finding condition in fixing.md. Sole home; no parser reads it.""]"
literal:e9a982a86c964cf4d1e06fc60cbafe7896e98d8539a8c6bac7612a7730b11650	"[""boundary"",""maintainer adjudication (#946): newly visible; pins 'on **every iteration unconditionally**' in skills/review-and-fix/references/fix-delta-gate.md, the sentence that makes the fix-delta gate per-iteration rather than conditional. Behavioral rule in prose; no reader but the agent, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the fix-delta gate's unconditional firing condition in fix-delta-gate.md. Sole home. lib/efficiency-trace.sh reads the JSON path .reference_reads.fix_delta and the value 'unrecoverable' from an iteration record, never this prose.""]"
literal:ee5ce4b3f21f93db2804e05bd34182bea7cad772d19d919459a7b6f76af5fd0b	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the 'Iteration cap and configuration resolution' section heading in review-and-fix-contract.inventory.md that maps this module's assertions back to their former run.sh location. Read by a human auditing the extraction; no machine consumer of the heading was established, so it fails closed.""]"	"[""boundary"",""maintainer adjudication (#946 step 2): RETAINED. Section heading in the module's extraction-provenance inventory, not a prompt surface: it maps this module's assertions back to their former lib/test/run.sh location for an auditor. Same counted_occurrences 0 structural position as the baseline-sha row; arm 3 retains.""]"
literal:f2eda3b0d61cfeb98a2a2ca040be742fcc8dabdbf184b3f4d9cd6a112aae7360	"[""boundary"",""maintainer adjudication (#946): newly visible; pins the limb in shadow-review.md that runs the park-calibration gate on the Step 4.5 early-exit path too. It closes the bypass the gate would otherwise have; agent-read only, fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the gate's Fires clause naming the Step 4.5 non-REJECT early-exit path in shadow-review.md. Sole home; convergence.md and pre-fix-gates.md name the same firing site in their own words, which this substring pin never held them to, and no tool reads any of them.""]"
literal:fe2112c9ae0eb3dbab796e390972117c3f2f952f5c2b651f6555cb7f4b38fa4a	"[""boundary"",""maintainer adjudication (#946): newly visible; pins 'identifier-located, not hunk-located' in fixing.md, the sentence that sets the re-sweep's search strategy (and therefore what it can find). Agent-read only; no machine consumer established, so it fails closed.""]"	"[""prose-sole-copy"",""retirable: agent-executed prompt prose, no tool or consumer reads it; the re-sweep's identifier-located search rule in fixing.md. Sole home; the #478 mapping-table lint anchors on the HTML markers further down the file, not on this clause, and agents/comment-analyzer.md does not read fixing.md.""]"
