adjudication_key	base_state	current_state
literal:106fab00ebf3d5d1838e26c97d8ab35ce8f7cef979201324f36e040277e2a279	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; rationale prose for the tools compare-time choice; whole-literal and 3 fragment sweeps over the tracked tree clean""]"	null
literal:1558ce6398bed02fc459f37ee84180710a6c1d1174bc1ce1d0a61ea4d7b10ca1	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; iteration-accounting prose; cap accounting is agent-side, no tool reads it""]"	null
literal:15adb9e4661cad5508cfa9adc577b4df437f1d703f63a13303d5f6ec49825a23	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; never-guess prose; core guess a blocker set single-home""]"	null
literal:1894cedb411471d9c52d326db1428cc1e6ecc49012e56bc14a2d981380a5c4cd	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/create-issue/references/fallback-no-task-tool.md; re-render the whole block / status markers on each status change grep clean elsewhere; no tool reads it""]"	null
literal:1c2d22a93ec74c7c6be9c03a17b8fcf266f45367baf7fdbe54830033df9eef21	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; never-APPROVE prose; core never silence single-home; docs:437 carries a reworded summary only""]"	null
literal:1c45f3bc9b8db8bc5738de6547e51fbfada8a0a400dcc993fb1f7578a436fa08	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home .devflow/prompt-extensions/receiving-code-review.md:44; only other hits are frozen docs/cutovers records; no tool reads the arm""]"	null
literal:1c87076023712e8df4b49f45ec21a24fcba72ebddd8fb3181a084f56b7c559be	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 44; the catch-all permission arm is agent-executed prose; no helper compares against it""]"	null
literal:1e67f3a8a82637095570a27458101c0890355fd36b3db5360b08592b7c2ebbbf	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; generic git range command; no repo tool parses this fence (command-head extractors cover only review/implement bundles)""]"	null
literal:216d902168fb88515962b8364506facc729ef0cce6f25aea40eb3902668f0a40	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; parse-ambiguity fall-through prose; core parsed unambiguously single-home in the tracked tree outside lib/test""]"	null
literal:21cc74bf2865ec4fda78fc61093641d44c1b1ca6b7a1b4e6a90fe2ee4fe03ce8	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; do-not-commit prose; sole home; no consumer in scripts/lib/.github""]"	null
literal:24e9f977706f198c34c42dc43b5b3fa00bd1c0834487521a9ab98b455b8f9a4f	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; blinding prose fragment; sole home in fix-delta-gate.md; soft-normalized scan clean""]"	null
literal:25ac283959345d713ea1e5d0fe28401503b0628d823db89357ecdd01c485f610	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review-and-fix/SKILL.md:316; no consumer in scripts/lib/.github; overview 530 summary omits the loop-control row; 3 fragment greps clean""]"	null
literal:25bb2b9672b2f8cce02e546f67079c24694304a28ddc546818e1e69babddf63b	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:534; 'All-output-channels' and 'output channel' greps return only that line""]"	null
literal:28448c373e7b53f25389a5feb2de8b28020a291352257e32647e3a98ddd799ea	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; pagination-rationale prose; core later-page single-home""]"	null
literal:28b240eabcdb8d854824bd2d04108239cb53bc02c6211f3ff1afbad4a839e1bf	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; information-diet omission prose, nothing machine-side; whole-literal and 3 fragment sweeps over the tracked tree clean""]"	null
literal:2a580f0370b0ebcc5c8a2ba6f3c268181a32f8807b4694985e15d0f86d1376f1	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:420; inline prose bullet head; fragment grep finds no other home; nothing parses the (a)/(b) labels""]"	null
literal:2c7017a05e8e0096ab63fb061aa1c7c82c25a30fe4fad9668da821e51ab6d5d6	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; template-unreadable appears in no scripts/lib/skills/docs file: it is a skill-composed chat marker and the prose states the state owner field set is untouched""]"	null
literal:2c8a0d85e7839183a5cb9e3d3c1736fc9e6d6ff1412159bc123b9ac5cab8e90f	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/SKILL.md:38; no consumer in scripts/lib/.github; 3 fragment greps (source shorthand, inline backtick, expanded before tool use) clean""]"	null
literal:2dc2e346ee8f65b16651568f2728ac3b59f749bb13859298e8b6b13c63dea12e	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; verifier fail-closed default prose; core treated as still-unfixed single-home; docs:437 carries only a summary""]"	null
literal:2f38411fb9d75fb169fe94f270934f241f535a509c73d2196cef631d9dd6ee9b	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/create-issue/references/step-4-present-create.md; prose in sub-step 1; no consumer in scripts/lib/.github; 3 fragment greps clean""]"	null
literal:2f6076d6f94c2066fc16dd8596597f59e5c7fb77247a615d16812e062dfa6b89	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; advisory instruction sentence; git grep Weigh convergence returns only convergence.md; no tool reads the convergence weighting""]"	null
literal:2fdee39b645560a2be3f42952185c7ab0c95b46a8caeadecba82a4a91f1cc03e	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; logs-only exemption rule is agent-executed gate prose; fragment does not constitute an unreviewed edit appears only in loop-exit.md""]"	null
literal:3163f27c204c785532025d6dc9e3cf5ce49352eb2535fac7bad79deba2dd75ea	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; no-fix skip prose; sole home; duplicate pin lives in lib/test only""]"	null
literal:3170ec9e53a0807085032a72140039be41dcfd6ffe4aba387e8a26eec67276e6	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the unconfigured-vs-unreadable routing is agent-side and chat-only; overview enumerates the reason names but not this routing""]"	null
literal:31be92ae37da13d4c5f6a66113a645e4b0ccd1bfafb707412ec24cf837fa865a	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; negative-invariant prose; sole home; no consumer""]"	null
literal:32e1ab3852db1a76397ceaf8a7adaf11c4845396f08ceffc6a647471080c6d11	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; blinding prose; sole home; no consumer""]"	null
literal:33adccacda7c1e059155dcebc9b1c9133f6aec606940fa31e4f7d38e8a3d7fac	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; breadcrumb text; git grep shows no scripts/lib/.github matcher on this string""]"	null
literal:34c2fc50613543a04fa8bb9328c04d13d68a415e7675d827c3010fb305e6795f	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the fence below it implements the contract and run.sh #503 AC8 asserts byte-identity behaviorally; exact base operand greps clean outside fixing.md""]"	null
literal:382004d2c7998197cb59fb54ef5a87c8ffbd97e97a4d322a4a9b1d7a2fbe75a6	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; vacuous-APPROVE guard prose; core If $BLOCKERS is empty single-home; no scripts/lib/.github consumer""]"	null
literal:3866d347f32eea99d16c9ef025741703cd454be7caf429fc2e99c4632d41c41a	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; residual-closure sentence in the Coverage render template that phase-3-review.md:356 explicitly instructs consumers NOT to read; fragment greps found no other home (close call)""]"	null
literal:3a2b6f0d9719c95fe6409e287ae8f183c7f8208b000f848bf860962501f604d7	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; red-flag bullet listing steering channels; pure prompt discipline prose; git grep of the 12-word fragment returns only loop-control.md""]"	null
literal:3d70a1e371bb9feac03ba1c4ea1b803a7e457dfb0f6503018ddc076c5886b78a	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; re-read the state file before creating grep clean elsewhere; rendering-reminder prose only""]"	null
literal:3d80255d7bc88480b46a283fb02127c06260547174f73d9e0283a84b052ea421	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the always-exit-0 guarantee itself lives in ensure-label.sh/apply-labels.sh and is tested there; this sentence is agent-side rationale""]"	null
literal:3da4182939b6b7d0357cf6fed60048f6ee9889ca79679e90d70bc4cab06e6acc	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-executed clamp regex in a loop-control bash fence; git grep -F: only home; head extractor reads only the grep head, not its regex arg""]"	null
literal:43a26e1e9501b5d3c3189a26b7cd1990c80351567df9ca7d5e42e9382d412e99	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; path-agnostic anchor grep clean elsewhere; anchor-count prose no tool reconciles""]"	null
literal:48063f8c4b2b8cc70fe81918abb6aca5d54865f0b55140c4023834bda5bbd599	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; routing prose naming $FIX_THRESHOLD; only home; no scripts/lib/.github/jq consumer of the sentence or of the severity-ladder wording""]"	null
literal:4aafe4e0fcf53909b3fe36e7db1f4d27b293a53b68e5b820fa8851ff7d431c38	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; operand-contract check prose; sole home; no consumer in scripts/lib/.github""]"	null
literal:4bdfee13e32399402bf4d90f0ae2d6b1206a2ee0d4fa8a597534186daf8ebc51	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; REJECT-driver widening clause is pure agent routing prose; single home; 3 fragment greps clean""]"	null
literal:4e06e840ad9fa001cc373881d80a8354b285fd00ae6badff1df674f6bac2c931	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; blinding-boundary prose; no tool reads or validates the artifact set""]"	null
literal:4e2e096c2dbcea55de26851c50670cc8aca5c744890bdbabd90d7d6bc833eed8	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home for the sentence; phase-3-review.md owns the contract, this is a pointer; no tool consumer""]"	null
literal:4e6687894d7a3a2eadfb1a26a89d3a51b541213297426524bf835d80752e4a9f	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; claim-about-verified-fact framing sentence; grep for claim about verified fact across scripts/lib/skills/docs found nothing""]"	null
literal:4e91385929d2ad30a877e085b794407e8a2593ddbd3f8045d7b7451797ed0cd0	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/implement/phases/phase-2-implement.md:418; prose bullet, not a bash fence; 3 fragment greps clean; no consumer in scripts/lib/.github""]"	null
literal:521c49d8b55a41e8ad38e4063837069128949e0668a2932b31709b462ff386de	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; outcome-1-to-gate handoff prose; no tool consumer found""]"	null
literal:52eae3f3055ad075de54f95a0526aca36be45671653f1ccc4ce2787a625294d4	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home SKILL.md:312; the reference_reads.fix_delta field named later in the row is outside the pinned fragment; overview 530 omits this row; fragment greps clean""]"	null
literal:532bb008c90c8388848f1e33bb6324e90376afbfe15433897ded3740ed59a414	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; no-amend-path framing sentence; grep for wholesale misadjudication across scripts/lib/skills/docs found nothing""]"	null
literal:5375c2064ada5b76f158e82ed6d96086fdb7bc25a65ffef018ed09f227ef4833	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-executed clamp comparison in prompt bash; only home outside lib/test and .devflow/logs; no scripts/lib/.github consumer""]"	null
literal:540d0c87f5f89d3047abd43565b2649531f7252314498cd60480fdb20216003c	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; input-shape-matrix direction prose; sole home; no consumer""]"	null
literal:543746d960fcf62ccfee1c337262542dca158f0ff93843822e5e76162d561fe1	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home step-2-clarify.md:70; no consumer in scripts/lib/.github; fragment greps clean""]"	null
literal:55ee86fd9dd710d8b28c099181180c22aeee513a0060481b5807de8bfe3995f0	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; re-dispatch prose; sole home; second pin copy is in lib/test (excluded), not a consumer""]"	null
literal:5920bebf28de026c84c6cfcdefcbd7384c5ac35119e7fb0260257d96891ce87f	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; reflection bullet wording; reflections are collected generically by fetch-pr-context.sh, never by this literal""]"	null
literal:5a85177da6f0473cae92a34edf328dc911bee0d393cf17e87f16f539de9f2cc9	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; status-vocabulary prose at SKILL.md:38; no DevFlow tool reads in_progress/completed; the fallback file defines its own three markers, not this sentence""]"	null
literal:5ad9eb70f992c2954bec0047fa7ddd0ccebd860c863fff8db8db57cbb138f608	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:572; heading prose unique to 2.5; fragment greps return only that line; not a bash fence so no head/shape extractor reads it""]"	null
literal:5b584582330464bc5fa63423a9c7d6f002e6e767620d6971e32d61dc1e1e5801	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:283; the identity label is emitted and read by the agent only; no tool greps it; fragment greps clean""]"	null
literal:5b76c6ceff04598726e2ff3ba1f6d5ebc1a455b282ed9403d3001f1c2b1696a4	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; same home line 153; consumer-boundary re-check fragment appears nowhere else in the tracked tree outside lib/test""]"	null
literal:5ba242100175c803b29ca6016b5d8783455f7b0c98363ba2dfc2384c4f0dcf6e	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; intra-file arm-routing prose; no writer/reader pair and no tool consumer""]"	null
literal:5f498704963e445fe0b5ebccacf0d4da87b56e9011af2d3d24e01d09a89a951d	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; termination prose; sole home; no consumer""]"	null
literal:5fb2eddde2d00d8b36c8c66f577850a987e2fe2ea203965753d55f0cac87ac02	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home SKILL.md:311; docs/shadow-review.md:37,501 describe the early trigger but not the unreadable-reference branch; no consumer in scripts/lib/.github""]"	null
literal:60973d4c9a0bf3c8944acc2ffbee7d0170645be6d6627f1d45258def2b9ab58e	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; blinding prose, no consumer in scripts/lib/.github; fragments receives only the enumerated blockers + blinded verifier single-home""]"	null
literal:627785e14eee6c3170681778144958fd5801a9843aecf439301cc14e58483a92	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; the flag-omission advice carries no machine token and the tools own help text states the fail-closed handling instead; 3 fragment sweeps clean""]"	null
literal:6902263bb25a74dad0960c4002cf75aac50ba733169f63b68f9e4b4ed74024d4	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/SKILL.md:62; timing prose, no consumer in scripts/lib/.github; docs carry no restatement of the after-Phase-1.3 flush timing""]"	null
literal:6cebe4699efd398a80a3e4f4f45ef596b30d11240d342c831895317645ed853a	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; prompt-bash default assignment; extract-command-shapes R1 explicitly does not flag a pure-shell VAR=value counter, so no tool reads it""]"	null
literal:6d55b12fee84b68a10761f3060d3f90be9a7c3eed8ef532123a497ca1683f690	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-prompt confidence-scoring sentence; git grep scores >= 80 and 80 confidence return only agents/code-reviewer.md; no scripts/lib reads a confidence threshold""]"	null
literal:6e93cea96dd91077575a425a39aa42cfa4dfa9cf46056a73be3f01951d1ec6ed	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; prose; only home fix-delta-gate.md; no scripts/lib/.github consumer of the fix-delta gate text""]"	null
literal:70a059f7163921684786d7d5d10f4036d0dba18e732f6d5e89e99049b373d889	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; threshold fall-through prose; core concrete enum value single-home; config-get.sh behaviour is tested directly, not via this sentence""]"	null
literal:713f32aed602ca1e339e47b2ad9cc4872af2da281a39c52fc569a6dc01aaab5e	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; precondition prose; core zero FAIL and zero INCONCLUSIVE single-home; docs:437 carries only a reworded summary, not the sentence""]"	null
literal:716ca7a019c622eec9167187cfe02cb1fe75ab1a7ae82ed10105329c94f75be7	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; a four-word wording fragment with no machine token; exact-literal sweep over the tracked tree found no other home""]"	null
literal:728c98d2041ebcda202474b7031d582b4c8900a7381d140bb8b02446962646e8	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:195 (same sentence as 159); 'failure knob' grep finds no other home; agent-only prose""]"	null
literal:7446a41cd15f051af06cfb495be38e0b58d37878b52bd9bb6751de8fc037ccf1	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; friction-kind wording is prose (workpad.py takes note/improvement, not this token); no tool consumer""]"	null
literal:754a4b915c1ff414efd4077a3a7c0c60dd1c65afdf4ea88c23242460216110c7	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; issue-checklist appears nowhere else; no script or gitignore rule names the path (only the generic /.devflow/* ignore); no tool reads it""]"	null
literal:768bb06228bd8540924f292dade516b58ab7db21c764a671f2149fce8aec22fc	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; no-double-run prose naming no machine operand; no scripts/lib consumer""]"	null
literal:76cf7a8b0581a69f100d6a408d07af303cf68e98d42247f2684b9655728f1d0e	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 44; the admin/write governs arm is prose; the permission values come from the gh API, not from this sentence""]"	null
literal:773408170c6db8120d4b079f7f99807beba7f861185d03fff022278948b9b9a1	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; agent-side [ -f ] guard rationale; no consumer in scripts/lib/.github; inline prose so the fence extractors never see it""]"	null
literal:78b8ab23784470d16673b77cd67ae46be51cdbd0dc9d8fa547c6cdc3bd541ca2	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; run-termination prose; phase-0-setup.md:194 and SKILL.md:318 carry reworded summaries, not the sentence; core 0.4/0.5 or Phase 1 single-home""]"	null
literal:796a2faa40d96808d2fb3a2a989a99d4c592dcc20ecd0721bfe495f95973804a	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; early-exit handoff instruction executed by the agent; git grep of the 9-word fragment returns only convergence.md; no park_calibration consumer in scripts/lib""]"	null
literal:79f1ef4a7cd172a6e17462a2ed345d8ec9f964d742aa949a3bdd0e4ba93032b0	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:21; no consumer in scripts/lib/.github; fragment grep on both under a write-enabled profile clean""]"	null
literal:7a97657777f71b7cdbea133c3e2c4565d9eefac725cc0877d9bc37d407de66f8	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; fragment greps (pre-fix diff.patch, cached before this iteration) find no second home; explanatory prose, no tool consumer""]"	null
literal:7bbf23eba7c9318545074c039a686dd675b951717cd54c578371e5badd77b525	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; no-confirmed-fix-no-resolution exhortation with no machine token; whole-literal and 3 fragment sweeps over the tracked tree clean""]"	null
literal:815590d4694c29efe88eade047468fd191ab3a812d7ef1e7d9f9766321c6c60f	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; target-head prose; core local git HEAD single-home; the operative $PR_HEAD_SHA reads are pinned elsewhere""]"	null
literal:81fdb2545e56fbc00c0f1cb21a2aa44ae1a83b220c17fc5f1310696768fbc92d	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; the counter-arm of the same agent-executed gate; fragment still trips the gate appears only in loop-exit.md; no scripts/lib consumer""]"	null
literal:83aa404bf9c269037052f054eae02984f4ef43cf01def346f9c9e8dde8e57606	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-verification.md:113; 3 fragment greps return only that line; no scripts/lib consumer of the bad-input arm wording""]"	null
literal:842d48afe3a03f6c33c753d88eeecadc7c4e6689c1463da0fa51c985aa8235c7	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; routing prose internal to this gate; sole home; no module reconciles it""]"	null
literal:856f89f02f6cbd1bf0fef867fa974615841069ac21edcf2194a289bdae6d46f3	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the real enforcement is the module out-of-bounds ENUMERATION pins over the template, not this sentence; fragment grep clean elsewhere""]"	null
literal:857c0275b5f10b0a2851a704caa07f6ca3e33d9614bf9dda7162ef1b46205d43	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; severity-normalization algorithm the agent performs; no helper implements or reads it""]"	null
literal:8638f84bc0e91731a3fdd4051cefa2a71fc396f5b004f4df98988a653727486e	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; presence pin over a secondary declaration sentence; sole home; no tool reads it""]"	null
