# snapshot: reconciled residual prose-pin retirement population
# source-revision: 1d4d306bcacd4970df170faeab94e602724943b8
# selector-identity-sha256: 7505469a1b2538622d653cc225fe3571bf9c41d4d3c004011241e89b1e93bf40
# raw-selector-canonical-sha256: 7505469a1b2538622d653cc225fe3571bf9c41d4d3c004011241e89b1e93bf40
# audit-mapping-sha256: f15081310f5d1b9ab9aad0e136addbf4fd98e190b1f6b04374f49c1f63de3e16
# canonical-bytes: 51267
# canonical-sha256: c21b8201799c6b1f409718906830bb7b9045ab565a8bb3c8cb99e16db647f12c
source_file	helper	assertion_name	literal	resolved_target	target_defaulted	surface	disposition	rationale
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#467 D2 (Phase 2.4 leg): dry-trace rule widened to mutable-markdown/external-format"""	"""The governed surface is broader than config JSON"""	null	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain security/integrity boundary: the Create-Issue Phase 2.4 dry-trace rule must cover mutable Markdown and external-format parsers, not config JSON alone.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#522: audit summary carries the declined-further-audit phrase"""	"""user declined further audit"""	"""/__pin_corpus_runtime__/CI_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #522: audit summary carries the declined-further-audit phrase.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#548/#600: heading-extraction rule owned by the renderer/template"""	"""duplicate same-heading sections are concatenated in file order"""	"""/__pin_corpus_runtime__/CI_TMPL_AUDIT"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain exact schema/sentinel contract: #548/#600: heading-extraction rule owned by the renderer/template.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#548: ## Evidence axes forwarding (live extension carries the exact heading)"""	"""## Evidence axes"""	"""/__pin_corpus_runtime__/CI_EXT"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #548: ## Evidence axes forwarding (live extension carries the exact heading).
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#548: loader-failure arm records the dedicated line"""	"""consumer axes: unestablished — loader denied or failed"""	"""/__pin_corpus_runtime__/CI_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #548: loader-failure arm records the dedicated line.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#600: Step 2 evidence-axes forwarding consumes the renderer extract mode"""	"""render-audit-prompt.py extract --hook evidence-axes"""	"""/__pin_corpus_runtime__/CI_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #600: Step 2 evidence-axes forwarding consumes the renderer extract mode.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#600: Step 3.5 self-check runs the renderer checklist mode"""	"""render-audit-prompt.py checklist"""	"""/__pin_corpus_runtime__/CI_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #600: Step 3.5 self-check runs the renderer checklist mode.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#603/AC1: the ledger fence uses a QUOTED heredoc delimiter"""	"""<<'LEDGER-EOF'"""	"""/__pin_corpus_runtime__/CI_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain exact schema/sentinel contract: #603/AC1: the ledger fence uses a QUOTED heredoc delimiter.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#603/AC9: the write-once refusal breadcrumb is named"""	"""adjudication-already-recorded"""	"""/__pin_corpus_runtime__/CI_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain exact schema/sentinel contract: #603/AC9: the write-once refusal breadcrumb is named.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#709: Step 4 renders the steering marker on the audit-summary line"""	"""audit independence unestablished"""	"""/__pin_corpus_runtime__/CI_ROOT/skills/create-issue/references/step-4-present-create.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain exact schema/sentinel contract: #709: Step 4 renders the steering marker on the audit-summary line.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""#709: withhold-then-disclose never blocks filing"""	"""**Filing is never blocked on any arm.**"""	"""/__pin_corpus_runtime__/CI_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain security/integrity boundary: #709: withhold-then-disclose never blocks filing.
"""lib/test/modules/create-issue-contract.sh"""	devflow_module_pin_unique	"""ci module: inventory names the Step 3.6 audit group"""	"""Step 3.6 fresh-context audit"""	"""/__pin_corpus_runtime__/CI_INVENTORY"""	false	Implement/Create-Issue	RETIRE_PROSE	Retire test-inventory wording pin: naming the Step 3.6 fresh-context audit group is prose catalog presence, not an executable Create-Issue transition or parser token.
"""lib/test/run.sh"""	assert_pin_unique	"""#167 critic: Phase 3.1.5 completeness-critic pass heading present"""	"""### 3.1.5 Completeness-critic pass (forced when"""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	Review	RETIRE_PROSE	Markdown heading existence only.
"""lib/test/run.sh"""	assert_pin_unique	"""#167 critic: pass re-enumerates by an INDEPENDENT signal (not the audit's pattern)"""	"""re-enumerate that population by a signal OTHER than the"""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	Review	RETAIN_BOUNDARY	Independence contract for the second verification pass.
"""lib/test/run.sh"""	assert_pin_unique	"""#167 re-sweep: Step 3 names the mechanism-scoped self-authored-claim re-sweep"""	"""Mechanism-scoped self-authored-claim re-sweep"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	Review	RETIRE_PROSE	Section/step label wording, not a machine-consumed transition.
"""lib/test/run.sh"""	assert_pin_unique	"""#185: Phase 4.1 Stage 1 requires docs subagent to treat named paths as mandatory (D)"""	"""treat each as a mandatory deliverable"""	null	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain cross-phase documentation contract: every extracted Documentation Needed path is a mandatory Phase 4 deliverable.
"""lib/test/run.sh"""	assert_pin_unique	"""#185: Phase 4.1 Stage 2 Blocked arm names the missing-content condition (C)"""	"""Documentation Needed file content cannot be determined"""	null	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: indeterminate Documentation Needed content routes Implement Phase 4 to Blocked.
"""lib/test/run.sh"""	assert_pin_unique	"""#185: Phase 4.1 Stage 2 no-op escape hatch when no paths extracted (E)"""	"""this cross-check is a no-op"""	null	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: the Phase 4 cross-check has an explicit no-op arm only when extraction returns no paths.
"""lib/test/run.sh"""	assert_pin_unique	"""#191 code-reviewer includes the complete location set in the finding body before submitting"""	"""include the complete location set in the finding body before submitting"""	"""agents/code-reviewer.md"""	false	Review	RETAIN_BOUNDARY	Finding output completeness contract.
"""lib/test/run.sh"""	assert_pin_unique	"""#191 comment-analyzer includes the complete location set in the finding body before submitting"""	"""include the complete location set in the finding body before submitting"""	"""agents/comment-analyzer.md"""	false	Review	RETAIN_BOUNDARY	Finding output completeness contract.
"""lib/test/run.sh"""	assert_pin_unique	"""#192 agent-mandate: never-mutate/mktemp-copy mandate from $review_agent"""	"""on a temporary copy made with `mktemp`, never in place"""	"""agents/$review_agent.md"""	false	Review	RETAIN_BOUNDARY	Shared read-only review-agent safety boundary; target expands across the review-agent roster.
"""lib/test/run.sh"""	assert_pin_unique	"""#192 agent-mandate: primary write-prohibition from $review_agent"""	"""modify working-tree source files, the index, HEAD, or branch state"""	"""agents/$review_agent.md"""	false	Review	RETAIN_BOUNDARY	Shared prohibition on repository mutations by review agents.
"""lib/test/run.sh"""	assert_pin_unique	"""#194 (B) implement: assertion-count-rose conjunct"""	"""the suite's assertion count rose"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #194 (B) implement: assertion-count-rose conjunct.
"""lib/test/run.sh"""	assert_pin_unique	"""#194 (B) implement: confirm-guard-registered directive"""	"""confirm the guard registered"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #194 (B) implement: confirm-guard-registered directive.
"""lib/test/run.sh"""	assert_pin_unique	"""#194 (B) review-and-fix: assertion-count-rose conjunct"""	"""the suite's assertion count rose"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	Review	RETAIN_BOUNDARY	Anti-vacuity condition for registering a new guard.
"""lib/test/run.sh"""	assert_pin_unique	"""#194 (B) review-and-fix: confirm-guard-registered directive"""	"""confirm the guard registered"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	Review	RETAIN_BOUNDARY	Test-helper registration contract.
"""lib/test/run.sh"""	assert_pin_unique	"""#224 Phase 3.1: empty-read guard falls back to main (fail-closed consequent)"""	"""BASE=main"""	"""skills/implement/phases/phase-3-review.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain security/integrity boundary: #224 Phase 3.1: empty-read guard falls back to main (fail-closed consequent).
"""lib/test/run.sh"""	assert_pin_unique	"""#224 Phase 3.1: re-derives BASE via config-get with the main default"""	"""config-get.sh .base_branch main"""	"""skills/implement/phases/phase-3-review.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #224 Phase 3.1: re-derives BASE via config-get with the main default.
"""lib/test/run.sh"""	assert_pin_unique	"""#224 Phase 3.1: re-derives BASE with the fail-closed empty-read guard"""	"""[ -n \""$BASE\"" ]"""	"""skills/implement/phases/phase-3-review.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain security/integrity boundary: #224 Phase 3.1: re-derives BASE with the fail-closed empty-read guard.
"""lib/test/run.sh"""	assert_pin_unique	"""#230: phase-2 §2.1 keeps the operational 'narrow or suppress' prohibition (AC1 meaning)"""	"""narrow or suppress"""	"""skills/implement/phases/phase-2-implement.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #230: phase-2 §2.1 keeps the operational 'narrow or suppress' prohibition (AC1 meaning).
"""lib/test/run.sh"""	assert_pin_unique	"""#230: phase-4 §4.1 keeps the absent/empty/contradictory trigger enumeration (AC3 discriminator)"""	"""absent, empty, or contradictory"""	"""skills/implement/phases/phase-4-documentation.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain exact schema/sentinel contract: #230: phase-4 §4.1 keeps the absent/empty/contradictory trigger enumeration (AC3 discriminator).
"""lib/test/run.sh"""	assert_pin_unique	"""#232/#362: phase-4 re-anchor scoped to **subagent** returns (AC4, reworded)"""	"""scoped to **subagent** returns"""	"""skills/implement/phases/phase-4-documentation.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #232/#362: phase-4 re-anchor scoped to **subagent** returns (AC4, reworded).
"""lib/test/run.sh"""	assert_pin_unique	"""#235 (B) phase-3.3: the --persist backstop command is actually invoked"""	"""/../../lib/efficiency-trace.sh --persist"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #235 (B) phase-3.3: the --persist backstop command is actually invoked.
"""lib/test/run.sh"""	assert_pin_unique	"""#235 (B) phase-3.3: the --persist backstop resolves lib/ via the inline portable skill-dir anchor"""	"""\""${CLAUDE_SKILL_DIR:-<absolute skill base directory this runner reports in context>}\""/../../lib/efficiency-trace.sh --persist"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #235 (B) phase-3.3: the --persist backstop resolves lib/ via the inline portable skill-dir anchor.
"""lib/test/run.sh"""	assert_pin_unique	"""#236 (B) producer-side coupled pin: efficiency-trace.sh EMITS the disk/permission-write breadcrumb the consumer greps"""	"""failed (disk/permission); not persisted for"""	"""lib/efficiency-trace.sh"""	false	other/shared	RETAIN_BOUNDARY	Executable producer/consumer contract: Phase 3 captures persistence stderr and branches on this diagnostic; deleting or freely rewording only the producer would break failure detection across the helper boundary.
"""lib/test/run.sh"""	assert_pin_unique	"""#242 A1: create-issue caps clarification with a runner-neutral total-question budget"""	"""runner-neutral total-clarifying-question budget"""	"""/__pin_corpus_runtime__/CI_SKILL_242"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #242 A1: create-issue caps clarification with a runner-neutral total-question budget.
"""lib/test/run.sh"""	assert_pin_unique	"""#242 docs: overview states the runner-neutral total-question budget"""	"""runner-neutral total-clarifying-question budget"""	"""docs/DEVFLOW_SYSTEM_OVERVIEW.md"""	false	Implement/Create-Issue	RETIRE_PROSE	Shared system documentation; included because the assertion explicitly documents Implement/Create-Issue behavior. Retire exact prose/heading pin: #242 docs: overview states the runner-neutral total-question budget; it checks wording or section existence, not a parser token, executable operand, or lifecycle transition.
"""lib/test/run.sh"""	assert_pin_unique	"""#254: Phase 1 invokes the extracted dependency preflight helper"""	"""preflight.py dependencies --issue $ISSUE_NUMBER"""	null	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper routing contract: Implement Phase 1 invokes the extracted dependency preflight with the current issue operand.
"""lib/test/run.sh"""	assert_pin_unique	"""#256 AC5: the silent-non-response rule mirrors the Step 4 confirmation gate"""	"""This mirrors the Step 4 confirmation gate"""	"""/__pin_corpus_runtime__/CI_SKILL_256"""	false	Implement/Create-Issue	RETIRE_PROSE	Retire exact prose/heading pin: #256 AC5: the silent-non-response rule mirrors the Step 4 confirmation gate; it checks wording or section existence, not a parser token, executable operand, or lifecycle transition.
"""lib/test/run.sh"""	assert_pin_unique	"""#272 AC6: issue-template has the Visual Specification section heading"""	"""## Visual Specification"""	"""skills/create-issue/references/issue-template.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #272 AC6: issue-template has the Visual Specification section heading.
"""lib/test/run.sh"""	assert_pin_unique	"""#275 pin (A2b): create-issue invokes ensure-label.sh through the inline portable anchor"""	"""\""${CLAUDE_SKILL_DIR:-<absolute skill base directory this runner reports in context>}\""/../../scripts/ensure-label.sh DevFlow"""	"""skills/create-issue/references/step-4-present-create.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #275 pin (A2b): create-issue invokes ensure-label.sh through the inline portable anchor.
"""lib/test/run.sh"""	assert_pin_unique	"""#275 pin (P3-live): phase-3 carries the live --persist backstop via the portable anchor"""	"""\""${CLAUDE_SKILL_DIR:-<absolute skill base directory this runner reports in context>}\""/../../lib/efficiency-trace.sh --persist"""	"""skills/implement/phases/phase-3-review.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain executable/helper contract: #275 pin (P3-live): phase-3 carries the live --persist backstop via the portable anchor.
"""lib/test/run.sh"""	assert_pin_unique	"""#284 positive: phase-4 doc-gate diff read discriminates via single-statement if!"""	"""if ! DIFF_OUT=$(git diff"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #284 positive: phase-4 doc-gate diff read discriminates via single-statement if!.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 10: Phase 3.2 names the filter-narrowing consumer-boundary re-check"""	"""narrows an event, input, or filter surface re-runs the consumer-boundary question"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 10: Phase 3.2 names the filter-narrowing consumer-boundary re-check.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 10: Phase 3.2 triage evaluates against generality/consumer-facing ACs"""	"""*generality / consumer-facing* ACs"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 10: Phase 3.2 triage evaluates against generality/consumer-facing ACs.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 1: Step 4.5 weighs convergence by severity and surface (code-only tally)"""	"""Weigh convergence by severity and surface"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	Review	RETAIN_BOUNDARY	Defines the operands used by the convergence decision.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 2 (broadened #446): Step 3.5 ladder reaches the ask-the-user arm"""	"""when search is unavailable or fails, by **asking the user to provide the documentation**"""	"""/__pin_corpus_runtime__/CI312_SKILL"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 2 (broadened #446): Step 3.5 ladder reaches the ask-the-user arm.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 2 (broadened #446): create-issue Step 3.5 re-applies the relied-on class"""	"""relied-on-third-party-behavior** class: every behavior of an external platform"""	"""/__pin_corpus_runtime__/CI312_SKILL"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 2 (broadened #446): create-issue Step 3.5 re-applies the relied-on class.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 2 (broadened #446): issue-template ladder reaches the ask-the-user arm"""	"""**(3)** when search is unavailable or fails, **ask the user to"""	"""skills/create-issue/references/issue-template.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 2 (broadened #446): issue-template ladder reaches the ask-the-user arm.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 2 (broadened #446): issue-template names the relied-on third-party premise class"""	"""relied-on third-party behavior** — every behavior of an external platform"""	"""skills/create-issue/references/issue-template.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #312 item 2 (broadened #446): issue-template names the relied-on third-party premise class.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 3: Phase 2.3.4 carries the workflow-diff addendum"""	"""Workflow-diff addendum (mandatory whenever the diff touches"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 3: Phase 2.3.4 carries the workflow-diff addendum.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 3: addendum names the endpoint↔permission map"""	"""(a) Endpoint↔permission map."""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain security/integrity boundary: #312 item 3: addendum names the endpoint↔permission map.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 3: addendum names the event-path artifact-lifecycle walkthrough"""	"""(b) Event-path artifact-lifecycle walkthrough."""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain operative cross-surface contract: #312 item 3: addendum names the event-path artifact-lifecycle walkthrough.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 4: CLAUDE.md matrix gotcha carries the six-shape set (valid-falsy row)"""	"""{object, array, scalar, valid-falsy (explicit false / 0 / empty string), missing, wrong-type}"""	"""CLAUDE.md"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Ambiguous shared repo-policy prompt; included because this literal is explicitly coupled to an Implement/Create-Issue contract. Retain operative cross-surface contract: #312 item 4: CLAUDE.md matrix gotcha carries the six-shape set (valid-falsy row).
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 4: implement Phase 2.4 carries the six-shape set (valid-falsy row)"""	"""{object, array, scalar, valid-falsy (explicit false / 0 / empty string), missing, wrong-type}"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 4: implement Phase 2.4 carries the six-shape set (valid-falsy row).
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 5: Phase 2.3 carries the stub-blindness rule"""	"""Stub-blindness rule (when a test stubs an external boundary)"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 5: Phase 2.3 carries the stub-blindness rule.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 5: declared-but-unused stub failure knob flagged as a pre-commit smell"""	"""declared-but-unused stub failure knob"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain routing/state-transition contract: #312 item 5: declared-but-unused stub failure knob flagged as a pre-commit smell.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 6: Phase 2.2.6 requires an in-repo breadcrumb at the deviation site"""	"""also leave an in-repo breadcrumb comment at the deviation site"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain exact schema/sentinel contract: #312 item 6: Phase 2.2.6 requires an in-repo breadcrumb at the deviation site.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 7: Phase 2.3.6 states all-output-channels honesty"""	"""All-output-channels honesty (breadcrumb honesty is not scoped to stderr)"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain security/integrity boundary: #312 item 7: Phase 2.3.6 states all-output-channels honesty.
"""lib/test/run.sh"""	assert_pin_unique	"""#312 item 7: honesty rule covers reason codes and user-facing titles"""	"""machine-readable reason code**, and a **user-facing title or status string"""	"""/__pin_corpus_runtime__/IMPL_SKILL_BUNDLE"""	false	Implement/Create-Issue	RETAIN_BOUNDARY	Retain security/integrity boundary: #312 item 7: honesty rule covers reason codes and user-facing titles.
