# source_revision	18177bfd42ed23d803954086fe3e75a9b6555be4
path	helper	logical_call	line_start	line_end	identity_sha256
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC19: code is authoritative when documentation and code disagree\" \\\n  '**The codebase is the source of truth**' \\\n  's/\\*\\*The codebase is the source of truth\\*\\*/**Documentation is the source of truth**/' \"$CI_DV\""	1455	1457	e8537989c88ed891b17c35e9f283933d3e453810d6a589c3820452fb40645113
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC19: the arms are selected BEFORE any dispatch, from the pre-pass duty operand\" \\\n  '**Two arms, selected before any dispatch** by a pre-pass operand' \\\n  's/selected before any dispatch\\*\\* by a pre-pass operand/selected after the first dispatch\\*\\* by the returned verdict/' \"$CI_SKILL\""	1525	1527	c118d5698436970754e4ea70c14b229489a6b7fd5ab8566fdd14e4128bf83ee6
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC19: the full floor enters the deep arm directly, without a shallow first pass\" \\\n  'the **full** floor, entered directly' \\\n  's/the \\*\\*full\\*\\* floor, entered directly/the **full** floor, entered after a shallow pass/' \"$CI_SKILL\""	1531	1533	881fbefdf869a850c72a053a41d68b0353a0ea9f7d4f1dbc9faa5a3e190fe773
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC19: the selection operand is derived with python3 or bash builtins, never a non-preflight PATH tool\" \\\n  'never `tr`, `sed`, `wc`, `cut` or `head`' \\\n  's/, never `tr`, `sed`, `wc`, `cut` or `head`, which preflight does not guarantee and whose absence fails open//' \"$CI_SKILL\""	1534	1536	8e46dcfdaffab92dd3f97abe8b1aca762b8b49b5fe32f042de86ee99465d3e31
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC1: a judged-not-engaged duty still returns a bearing observation or an explicit none-token\" \\\n  'the paths opened that bear on it, or `none-observed`' \\\n  's/, or `none-observed`//' \"$CI_DV\""	1516	1518	9274296a2531fa70a2978bc610b46a57aa0a8550910abed52c6df6291ba21231
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC1: a status is returned for ALL six duties, not only the engaged ones\" \\\n  'for **all six** duties, not only the assigned ones' \\\n  's/for \\*\\*all six\\*\\* duties, not only the assigned ones/for the assigned duties/' \"$CI_DV\""	1513	1515	fceac74e7109c7bea77baea4db84025ea085a07e1bdae5d18ce064fd0f1e7a24
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC1: the duty floor — not the search space — bounds a report-only pass\" \\\n  'the **duty floor — not the size of the search space — bounds the work.**' \\\n  's/duty floor — not the size of the search space — bounds the work/search space bounds the work/' \"$CI_DV\""	1510	1512	4b6d097abb7358b479a6bda9152a228d088d74df94f58e4fd1e172872ff8711e
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC1: the six-duty floor enumerates the duties its count word counts\" \\\n  'exactly these six duties: exact operand and population identity; code-versus-doc authority; reachability and writer classification; sibling consumer and output enumeration; coupled-doc and guard propagation; and reusable contradictions' \\\n  's/; and reusable contradictions//' \"$CI_DV\""	1450	1452	501c7e1ce9fe55083d4d012efb616a3887975908b4bac1c76e015efba27c3eb9
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC22: a complete prior-run artifact cannot survive into this run (the on-entry delete is the guard)\" \\\n  'so a prior run'\"'\"'s leftover on the same deterministic slug cannot read as this run'\"'\"'s' \\\n  's/, so a prior run'\"'\"'s leftover on the same deterministic slug cannot read as this run'\"'\"'s//' \"$CI_SKILL\""	1620	1622	525b7908d49f3524f54461ac9f93cdfcd8694634f242805f7e8c6c6ff41de5d3
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC22: a missing-or-duplicated section marker is one of the shapes that re-runs the pass\" \\\n  'a **missing or duplicated** section marker' \\\n  's/a \\*\\*missing or duplicated\\*\\* section marker, //' \"$CI_REF_STEP2\""	1611	1613	b2e551aeddbcaeca44e95d55b1e0207ae23516b49a26722ed1394f079467439e
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC22: a non-canonical layout is one of the shapes that re-runs the pass\" \\\n  'or a **non-canonical layout** routes to' \\\n  's/or a \\*\\*non-canonical layout\\*\\* routes to/routes to/' \"$CI_REF_STEP2\""	1614	1616	632dfc05b1aa70f4b7752974c51333d429b5b09e3cbb3855c0b45fb1546549b0
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC22: an ABSENT artifact after a completed Step 1 is unestablished, never a silent re-dispatch\" \\\n  'is instead recorded `unestablished — Step 1 evidence artifact absent`' \\\n  's/is instead recorded `unestablished — Step 1 evidence artifact absent`/is instead re-derived by re-dispatching the deep arm/' \"$CI_REF_STEP2\""	1617	1619	d572eff5a8ccf03b7f368552438de399a91d1de42ca695a9d780855299c0ad01
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC22: an empty-or-truncated artifact is one of the shapes that re-runs the pass\" \\\n  'An **empty or truncated** file' \\\n  's/An \\*\\*empty or truncated\\*\\* file, //' \"$CI_REF_STEP2\""	1608	1610	f371d5e184595fcb935c56e278fc96faad6c9ddccec7cce994346f337ed4bd30
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC22: empty-or-truncated, missing-or-duplicated marker, and non-canonical layout each re-run the pass\" \\\n  'routes to **re-running the Step 1 pass**, never a partial parse' \\\n  's/, never a partial parse//' \"$CI_REF_STEP2\""	1601	1603	b627a692a569aa4aa4bc2713b2e52a0247a7e82916dbf64c0c21cf1acef965bc
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC22: the artifact reader is governed by the best-effort-parser contract\" \\\n  '**Treat it as a best-effort parser treats agent-mutable markdown.**' \\\n  's/\\*\\*Treat it as a best-effort parser treats agent-mutable markdown\\.\\*\\*//' \"$CI_REF_STEP2\""	1598	1600	5a62749e19656a65425d28fb25af1e4923a686a863c44d82ee78c6775ba5bbf8
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC25: an empty or malformed pointer value is unestablished, never an established slug\" \\\n  '**empty, whitespace-only, or not that single-slug shape**' \\\n  's/, \\*\\*empty, whitespace-only, or not that single-slug shape\\*\\* \\(a torn concurrent write\\)//' \"$CI_SKILL\""	1588	1590	4f36b98af2af6e3aef4c09b9156aef4e4965a8b6ec180ebfe310039e75c87ff9
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC25: an unestablished run pointer routes to the title-derived fallback\" \\\n  'is recorded **unestablished** and routes to the title-derived fallback' \\\n  's/is recorded \\*\\*unestablished\\*\\* and routes to the title-derived fallback/is re-derived from the title/' \"$CI_SKILL\""	1582	1584	6309a81178dfd54cd4ebe6572ad2ff433eef40ffefc9b6600b09c5e240b6514a
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC25: the concurrent-run overwrite of the pointer is a DISCLOSED residual, not an omission\" \\\n  '**Disclosed residual:** the pointer carries no run-identity token' \\\n  's/\\*\\*Disclosed residual:\\*\\* the pointer carries no run-identity token/The pointer carries a run-identity token/' \"$CI_SKILL\""	1591	1593	3d40bfe3a28b1e9feb364b4faa5bde8cf310b49bd400c62c8328799c49ceae7a
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC26: a --search-space with no following argument is refused, never parsed as empty\" \\\n  'is likewise malformed: report it and refuse the run — never parse it as an empty value' \\\n  's/ — never parse it as an empty value//' \"$CI_DV\""	1464	1466	086f8e30e049f2a339f0bc8775a7aa5936ac844ba415cd8de589f8b1ae4f7202
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC26: a supplied-but-empty operand is unestablished, never the no-operand default\" \\\n  'does **not** fall through to the no-operand default' \\\n  's/does \\*\\*not\\*\\* fall through to the no-operand default/falls through to the no-operand default/' \"$CI_DV\""	1467	1469	a46d7bc5d0498b86ef27db4f6e4cc704fadc73bef924c10393f007edb38f7d54
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC26: a value-taking flag consumes its operand without the topic test\" \\\n  'the single argument immediately after it is consumed as its value **without applying the topic test**' \\\n  's/ \\*\\*without applying the topic test\\*\\*//' \"$CI_DV\""	1461	1463	f9f8b257c89c7f590873424989698053f25f983d2cc4d1513e1c79eeb6e4230a
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC26: the locate-documentation step searches the supplied operand, not the hardcoded internal-docs location\" \\\n  '**within the supplied `--search-space` operand**' \\\n  's/\\*\\*within the supplied `--search-space` operand\\*\\*/within `[[INTERNAL_DOC_LOCATION]]`/' \"$CI_DV\""	1497	1499	ea66d494e67100c25ddc2de5a48e06596a5527973325bd5ee5762c0d297bd90c
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC26: the search-codebase step searches the supplied operand, not the whole tree\" \\\n  '**searching the supplied `--search-space` operand**' \\\n  's/\\*\\*searching the supplied `--search-space` operand\\*\\*/searching the whole codebase/' \"$CI_DV\""	1505	1507	8daa9f581c782e47572b2877170d7162436694c9d12b4dd31e5daf479d4de159
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC2: a report-only pass dispatches no subagent of its own, naming nested dispatch as the reason\" \\\n  '**A report-only pass dispatches no subagent of its own** — nested dispatch is unsupported' \\\n  's/dispatches no subagent of its own\\*\\* — nested dispatch is unsupported/may dispatch its own subagent — nested dispatch is supported/' \"$CI_DV\""	1519	1521	997678d8f69fa1637f8b40e02fc4ab2229be4dbf9206d5979bb572116dd6dbf3
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC4: a location that reads cleanly but holds no index entries is unestablished, not clean coverage\" \\\n  'holds **no git-index entries**' \\\n  's/, and when it exists and reads cleanly yet holds \\*\\*no git-index entries\\*\\*[^.]*\\.//' \"$CI_SKILL\""	1558	1560	a8b665b5d4d14bda253182b1175e69676273709c43767dfb1719976dc2de8efb
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC4: an empty documentation leg is an established absence ONLY when the location is absent\" \\\n  'an **established absence only when the location itself is absent**' \\\n  's/an \\*\\*established absence only when the location itself is absent\\*\\*/an established absence/' \"$CI_SKILL\""	1555	1557	8ef7b20b836ac6f3115cab8a6d99b6d9f0b397ae0b007d374d1cef75652cf87b
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC4: each leg reaches its peer as the search-space operand, not as dispatch-prompt prose\" \\\n  'docs-verify'\"'\"'s **search-space operand**, never as dispatch-prompt prose' \\\n  's/, never as dispatch-prompt prose its own contract overrides//' \"$CI_SKILL\""	1552	1554	2fccf4a31f135e99f1df2c10bdd930dd5cd74fba93254e5070703f3fd7d21a5d
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC4: the two legs are disjoint BY CONSTRUCTION, never by asserted disjointness\" \\\n  'the tracked tree **minus that location'\"'\"'s subtree** — never an assertion they are already disjoint' \\\n  's/ — never an assertion they are already disjoint//' \"$CI_SKILL\""	1549	1551	c064106b3c6781ae29933ac871188c88701357a7a6cf3516f70588920ea4760f
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC5: an incomplete peer return records the duty unestablished, never a discharged floor\" \\\n  'records that duty **unestablished** with a breadcrumb naming the missing field, never a discharged floor' \\\n  's/records that duty \\*\\*unestablished\\*\\* with a breadcrumb naming the missing field, never a discharged floor/records that duty discharged/' \"$CI_SKILL\""	1567	1569	d15e1eee928bfce3733aacc384cec650f283678ed2784ed8c3b70a1922fc1f69
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC5: unequal peer returns degrade to the surviving leg, naming the failed one\" \\\n  'degrade to the surviving leg with a breadcrumb naming the failed leg, never reporting a partial verification as complete' \\\n  's/, never reporting a partial verification as complete//' \"$CI_SKILL\""	1561	1563	d958ec52a80657df06a1a21d62086d6743833db00deeef8f78207bbf8e57680a
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC6: escalation also fires on an unestablished duty and on a non-empty bearing observation\" \\\n  'on an **unestablished** duty, and on any **judged-not-engaged** duty whose returned bearing observation is non-empty' \\\n  's/, and on any \\*\\*judged-not-engaged\\*\\* duty whose returned bearing observation is non-empty//' \"$CI_SKILL\""	1540	1542	1f6df8f80616c1b39be0c4d3f52be5577829fd3c24ac3d10acd4c8a39fbdff4a
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC6: the escalation comparand excludes the producer's explicit none-observed token\" \\\n  'escalate on any value other than `none-observed`' \\\n  's/escalate on any value other than `none-observed`/escalate on any non-empty value/' \"$CI_SKILL\""	1546	1548	4777817163fb8e559b0e27d6c02ba0cfa381e10be043c02d80e1c6a6af49cea5
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC6: the verdict token drives escalation ONLY, never arm selection\" \\\n  'is the verdict token'\"'\"'s **only** role, never the arm selector' \\\n  's/is the verdict token'\"'\"'s \\*\\*only\\*\\* role, never the arm selector/is one of the verdict token'\"'\"'s roles alongside arm selection/' \"$CI_SKILL\""	1537	1539	db487ea82d37d165f49074151e533ec90170b1b35b4b1297928d25df8ce45b9a
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC8: Step 1 clears the evidence artifact and the run pointer ON ENTRY, before any dispatch\" \\\n  'Both deletes run on every path including the degraded one' \\\n  's/Both deletes run on every path including the degraded one/Both deletes run on the default path/' \"$CI_SKILL\""	1573	1575	6ca4f8c869ba2f54f6f1ac113bf840a7f40d52575aae4d9ce822db0f501d58a9
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC8: the ORCHESTRATOR, never a peer, writes the evidence artifact — on both arms\" \\\n  'The **orchestrator — never a peer** — writes the returned evidence' \\\n  's/The \\*\\*orchestrator — never a peer\\*\\* — writes/A peer writes/' \"$CI_SKILL\""	1570	1572	13566a852906a99520432d468d33cbe8ca804442add4f6e72a0a06189648d89c
lib/test/modules/create-issue-contract.sh	devflow_module_pin_red_under	"devflow_module_pin_red_under \"#749/AC9: degraded Step 1 evidence carries its degradation into the entries it seeds\" \\\n  'Degraded Step 1 evidence carries its degradation into the entries it seeds.' \\\n  's/Degraded Step 1 evidence carries its degradation into the entries it seeds\\.//' \"$CI_REF_STEP2\""	1623	1625	e53d21b81a6d76cd4cf2f57513f28af81b4212d85a28a5bf4fa559f9b9625cf8
