# source-revision: 19b8d837f320e848983d420287e05bf356977bac
# paired-canonical-sha256: b90c484664d05a81921bcd2d3b709baf3150e65eb6ca207e9f794f04e2e7217c
# sole-call-sha256: 433575e25e9fb69f7899ae42c8d86ff1fddbf0fdbba75dd5a65c7d1dcdeaa463
# sole-distinct-pair-sha256: 82bdcf80d68b72311786cc9502c62c055ac64d20b734d19b36a7bcf5218b226a
source_file	helper	assertion_name	literal	resolved_target	target_defaulted	disposition	call_sha256
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#232/#362: phase-4 re-anchor scope clause flips RED on removal"""	"""scoped to **subagent** returns"""	"""skills/implement/phases/phase-4-documentation.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#232: SKILL Status-not-draft clause flips RED on removal"""	"""keys on the workpad `Status`, not on PR draft state"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#232: SKILL every-termination-path clause flips RED on removal"""	"""This guard binds **every** way the run can end"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#232: SKILL run-final-message prohibition flips RED on removal"""	"""Do not emit your run-final message while the workpad"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#232: SKILL self-check operative clause flips RED on removal"""	"""the run is not finished — return to the phase that owns the remaining work"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#232: orchestrator operative always-loaded re-Read directive flips RED on removal"""	"""the phase file before continuing to §4.2 (resume from §4.2"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#254: Phase 4.0.5 branch-slug discovery arm flips RED on removal"""	"""SEARCH_DIRS=\""$SLUG_DIR $BRANCH_DIR\"""""	"""skills/implement/phases/phase-4-documentation.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#254: deleting the early dependency preflight heading turns its pin RED"""	"""Early declared-dependency preflight"""	null	false	prose_retire	dc56467278b2e7e1ebf6b9fdf39a56d1dcb49fbd37cc3bfc62f873770df7d18d
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#254: post-shadow gate logs-only exemption flips RED on removal"""	"""a post-shadow commit whose diff touches only `.devflow/logs/**` does not constitute an unreviewed edit"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#254: post-shadow gate non-logs counter-assertion flips RED on removal"""	"""Any commit touching a path outside `.devflow/logs/**` still trips the gate"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#284 mutation: deleting the receiving-code-review if!-guard turns its pin RED"""	"""if ! REOPEN_THRESHOLD=$("""	"""/__pin_corpus_runtime__/ST_RCV"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#296 phase-3.3: deleting the inline-driver non-optional-emit restatement turns its pin RED"""	"""the per-iteration effectiveness record (`iter-<N>.json`) is a non-optional emit on every iteration, written with the Write tool"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	convert_presence	da3ba0d6be1a82ae94b76e6c7d9162506d423aced5f7f2a3c1ebba28178938a2
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#296 review-and-fix: deleting the non-optional-emit-on-every-iteration (incl. hand-run) obligation turns its pin RED"""	"""a non-optional emit on every iteration — including a degraded or hand-run path where the review engine was dispatched directly via `Agent` instead of this Skill"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	convert_presence	2945cc8ac9859b67bb872594906a6f8f98026d6c3ed5e3c58b072e497d0004bc
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#313 defaults: $R313_TAG OAuth-under-empty-decision conditional is removal-proof"""	"""steps.provider.outputs.provider == '' && secrets.CLAUDE_CODE_OAUTH_TOKEN"""	null	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#313 defaults: devflow-runner.yml fails loud on the Anthropic default path when CLAUDE_CODE_OAUTH_TOKEN is empty (AC 8, removal-proof)"""	"""No model provider is configured for the devflow_runner section"""	""".github/workflows/devflow-runner.yml"""	false	convert_presence	4d523b8c47e46d9b9ed9723b5a7fb1c90f2c70cdaff894fba17f450fb0e2ebf0
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#313 security: devflow-runner.yml resolves the provider decision from the trusted base-ref config, not PR-head (review C1, removal-proof)"""	"""CONFIG_JSON: ${{ steps.baseprovision.outputs.config_json }}"""	""".github/workflows/devflow-runner.yml"""	false	convert_presence	49f8a52ebfd95ad42b748eb798ffedf42c3898987dfc55ab821904d7afdc9bdf
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#356 marker: the SKILL.md seed-marker line flips RED on removal"""	"""MARKER=$(printf '%s' \""<!-- devflow:review-progress run=${GITHUB_RUN_ID:-local-$(date -u +%Y%m%dT%H%M%SZ)}-${GITHUB_RUN_ATTEMPT:-1} -->\"")"""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#356: implement SKILL canonical-glyph-set clause flips RED on removal"""	"""the helper prepends the canonical glyph (🚀/🎉/👎/💥/🛑)"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#356: retrospective SKILL terminal-status enumeration flips RED on removal"""	"""`Complete` / `Blocked` / `Failed` / `Cancelled`"""	"""skills/retrospective/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: Outcome-reaction marker path flips RED on removal"""	""".devflow/tmp/implement-active-$ISSUE_NUMBER"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: Phase 1.3 run-marker write flips RED on removal"""	""".devflow/tmp/implement-active-$ISSUE_NUMBER"""	"""skills/implement/phases/phase-1-setup.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: generalized re-anchor resume directive flips RED on removal"""	"""resume at the step immediately following the invocation, never re-dispatching the skill that just returned"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: generalized re-anchor trigger flips RED on removal"""	"""after **every** Skill-tool return mid-phase"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: mid-phase Skill-tool prohibition flips RED on removal"""	"""never invoke it through the Skill tool mid-phase"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: run-marker removal flips RED on removal"""	"""remove the Phase 1.3 run-marker"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: self-answer GITHUB_ACTIONS tier gate flips RED on removal"""	"""When the run is non-interactive — `GITHUB_ACTIONS` is set (the cloud tier)"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: self-answer operative directive flips RED on removal"""	"""answer that question yourself on behalf of the user, using the issue description as the primary guide"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: self-answer recording obligation flips RED on removal"""	"""record each self-answered question and the answer you chose in the workpad via `--note`"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: self-answer scope confinement flips RED on removal"""	"""a workpad `Blocked` pause stays a pause"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#362: subagent-dispatch directive flips RED on removal"""	"""dispatch that skill inside a context-isolated **Agent-tool subagent** whose prompt pre-grants the approval"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366/#356: SKILL self-check backstop-accuracy clause flips RED on removal"""	"""re-dispatches (bounded auto-resume, honest-red on cap exhaustion) and, on a fail-loud exit, flips the workpad to the terminal `Failed` (💥) status — it never drives a run to `Complete`"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: CLAUDE.md carve-out bullet flips RED on removal"""	"""is made **directly by the orchestrator**, citing this carve-out and recording it in the workpad, **never** by invoking"""	"""CLAUDE.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: CLAUDE.md carve-out widening arm flips RED on removal"""	"""whether by a Phase-3 review finding **or by the issue"""	"""CLAUDE.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: SKILL carve-out sentence flips RED on removal"""	"""is made **directly by the orchestrator**, citing the carve-out and recording it in the workpad"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: SKILL carve-out widening arm flips RED on removal"""	"""whether by a Phase-3 review finding **or by the issue"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: SKILL division-of-labor clause flips RED on removal"""	"""no completion-anchored re-anchor can ever reach"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: SKILL exclusionary-rule sentence flips RED on removal"""	"""`claude-md-management:revise-claude-md` and the `superpowers` `brainstorming` skill are examples that must never be invoked from inside an autonomous phase"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: SKILL re-anchor completion-anchor clause flips RED on removal"""	"""anchored on completion of the nested *procedure*, **not** on the"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: SKILL re-anchor never-re-invoke clause flips RED on removal"""	"""resume the interrupted step, never re-invoking the nested skill"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#366: SKILL self-check Status-read clause flips RED on removal"""	"""read the workpad `Status` line immediately before emitting any run-final message"""	"""skills/implement/SKILL.md"""	false	redundant_retire	
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#374 copy-based mutation-check: implement Phase 2.3 test-guard rule instructs mutating a copy, never the working-tree file in place"""	"""on a copy of the file — never edit the working-tree file in place"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	convert_presence	b52fb9ec781c1fb7054e0bbfb7d55a7dabfe0f768a84056a7465e8a66aed1650
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#374 copy-based mutation-check: review-and-fix instructs mutating a copy, never the working-tree file in place"""	"""on a copy of the file — never edit the working-tree file in place"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	convert_presence	fb9411e8b89b5f845c741551757d52136dd8e46585e99c1d072e10e93390fc25
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#374 untracked-file warning: implement Phase 2.3 states git checkout cannot restore an untracked file"""	"""`git checkout -- <file>`: it cannot restore an untracked file and silently appears to succeed"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	convert_presence	f2d403fdcba24bf84bfc3f13acffa26db7d023dee6d21ce36f38dc3b45a3b63d
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#374 untracked-file warning: review-and-fix states git checkout cannot restore an untracked file"""	"""`git checkout -- <file>`: it cannot restore an untracked file and silently appears to succeed"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	true	convert_presence	948bbdc37e4e14c440a95e744c736465338ac2e8312c2bf04fd2b09908931817
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#380 W6A coupled pair: extractor opener accepts the ### Documentation Needed heading shape"""	"""^###[[:space:]]+\\*{0,2}Documentation Needed"""	"""scripts/extract-doc-needed-paths.sh"""	false	prose_retire	dc92c1146e3e7ccff169ffdeb88417ea969da8e807c56289a8e9126b40335707
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#380 W6A: create-issue SKILL.md drafting step mirrors the verified-or-obligation rule"""	"""A mechanical claim is verified-or-obligation, never a bare prediction"""	"""/__pin_corpus_runtime__/CI312_SKILL"""	false	convert_presence	782d510953795ae53baa206bce9a66d6ca26ccc2468003298ceab5a307288931
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#380 W6A: phase-2 cross-references the doc-AC deferral (docs stay Phase-4.1-authored)"""	"""is why an acceptance criterion satisfied by a"""	"""skills/implement/phases/phase-2-implement.md"""	false	prose_retire	51f73f16443665538bc48d4b225cb2b68fcc4245b21defdc90a4a98358141eea
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#380 W6A: §3.4 doc-AC deferral rule leaves it unticked and does not block the gate"""	"""and does not block the gate"""	"""skills/implement/phases/phase-3-review.md"""	false	convert_presence	e58576e546e5696fd935eba588e109a91c00d99a7b410d1e9e9711d39453c846
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#380 W6A: §3.4 rule 1 excludes Phase-4.1-owned doc authoring from its 'do it now' channel"""	"""This \""do it now\"" channel excludes documentation authoring owned by Phase 4.1"""	"""skills/implement/phases/phase-3-review.md"""	false	convert_presence	086b6156a18aa2ea96330bc288e76c4985bcf448c55034f827e811e9bd2322f8
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#380 W6A: §4.1 Stage 1 safety-net grep fires on the bold-bullet OR ### heading form (bold-tolerant, mirrors the extractor opener)"""	"""grep -qE '\\*\\*Documentation Needed\\*\\*|^###[[:space:]]+\\*{0,2}Documentation Needed'"""	"""skills/implement/phases/phase-4-documentation.md"""	false	replace_behavioral	ee3548030062cddc5cc7c5063e607f087c5a4511c43f120427ca54decf1f3d89
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#380 W6A: §4.1 requires discharging every 3.4-deferred doc-AC before §4.3 Complete"""	"""Discharge every 3.4-deferred documentation AC (mandatory, before §4.3)"""	"""skills/implement/phases/phase-4-documentation.md"""	false	convert_presence	0f1ec9a588f3b136df2a39c7e3c4f5ded26e4d43288f16a0881d270d85155913
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#469 review: the source-failure stub set includes devflow_telemetry_verify_store (fetch-block call degrades cleanly)"""	"""devflow_telemetry_verify_store() { return 1; }"""	"""lib/efficiency-trace.sh"""	false	replace_behavioral	ce4bfb56c5ced3209f8fb2bad755062ee65c4389834183b67dbcc5ceaea87a86
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#469: do_persist seeds the telemetry-branch resolution before forking (one breadcrumb per run)"""	"""devflow_telemetry_branch >/dev/null || true"""	"""lib/efficiency-trace.sh"""	false	replace_behavioral	16d7a25d96d36dcdb4d801ef6495c9ab879ac83c7c25f2184adacb05959030c0
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 backstop: deleting the after-snapshot stale-path removal turns its pin RED"""	"""elif ! rm -f \""${GIT_SNAP_AFTER:-.devflow/tmp/review-dirty-tree-after}\"""""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	replace_behavioral	99f755cc31db874b9dfa9d43cbab996b0e7d41cb89d7619408d684f8ef3cd41e
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 backstop: deleting the after-snapshot symlink rejection turns its pin RED"""	"""[ -L \""${GIT_SNAP_AFTER:-.devflow/tmp/review-dirty-tree-after}\"" ]"""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	replace_behavioral	90a794f19e4506e9341f9030f06b5cad8ec0eca334ff589c8137f74a8f2e7b98
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 backstop: deleting the before-snapshot symlink rejection turns its pin RED"""	"""[ ! -L \""${GIT_SNAP_BEFORE:-.devflow/tmp/review-dirty-tree-before}\"" ]"""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	replace_behavioral	0fa0657706c85e2167889de2c410d753b8a44c420e8fb1b9eaaa42a004ee7ffa
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 backstop: deleting the external digest handoff contract turns its pin RED"""	"""Record the single object ID printed by `git hash-object` as `{GIT_SNAP_BEFORE_OID}` in orchestrator state"""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	convert_presence	40d91a16b0bf26a51c55e635026d930069e8597baee73fcc21b8f2e0df3ca80d
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 backstop: deleting the pre-snapshot stale-path removal turns its pin RED"""	"""if rm -f \""${GIT_SNAP_BEFORE:-.devflow/tmp/review-dirty-tree-before}\"" \"".devflow/tmp/review-dirty-tree-disabled\"""""	"""/__pin_corpus_runtime__/REVIEW_BUNDLE"""	false	replace_behavioral	20eeef64250fa0dfcc0b0791c6bb8d35c4a53af832e33235c68283c1a996a2c6
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 dismissal mirror states the granted inline capability: $capability_mirror"""	"""grant makes the capability available to the inline session"""	null	false	prose_retire	06c04bba1f67f96dadba8706bcb6870201cb50ac616aeb390108abafb5a17559
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 docs staging reads configured key $docs_key"""	null	"""skills/implement/phases/phase-4-documentation.md"""	false	convert_presence	bf0f3c5fbaa1ead88912550bead1fc8a8a19ae36b3440afa5a8c706b565616cf
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 final-pass reviewer does not emit unavailable worktree/mktemp recovery commands"""	"""Do not attempt `git worktree add`, `mktemp`, or a mutation/half-revert"""	"""skills/requesting-code-review/code-reviewer.md"""	false	convert_presence	6482b4d1dd33ac18cea0e9d5e5bcf5337f32e2d15932ce97a2ad78f0c7626e2e
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 final-pass reviewer reports a mutation-evidence limitation instead of silently retrying"""	"""report the verification limitation to the orchestrator instead"""	"""skills/requesting-code-review/code-reviewer.md"""	false	convert_presence	5d36a67bda38bed131ca95dfe324a8f7ac65ac132f4e311854f0c3adc9b6506f
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 inline workpad shorthand must expand to the portable anchor before emission"""	"""Every inline backtick instruction beginning with `workpad.py` in the phase references must be expanded before tool use"""	"""skills/implement/SKILL.md"""	false	convert_presence	8b7fa4fe7f34ef6b5118d7eefe2cdbc3e4631874eb7209613efda946bff91dfb
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 outcome reaction preserves the durable fallback note"""	"""outcome reaction: react-to-trigger.sh exited non-zero (best-effort; the run continues)"""	"""skills/implement/SKILL.md"""	false	convert_presence	538749c67ff2df8008596bb6aefa202d7b8f34fdf13d6a947e4d5e1afe3aa3a1
"""lib/test/run.sh"""	assert_pin_red_on_removal	"""#484 outcome reaction requests a reportable helper failure"""	"""--reaction \""$REACTION\"" --report-failure"""	"""skills/implement/SKILL.md"""	false	convert_presence	0bb21b1dad2bd29e0145438c91bd24e2b5659087e5ffe7dad7d1371ec05cba78
