adjudication_key	base_state	current_state
literal:0b77d1ba2da72d6866d66c55efa2bf8e85dcdfc482a2dd568560283918dc6b86	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: the forced-reinit cost is disclosed""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; describes init --force cost in prose no tool reads (counters reset at scripts/issue-audit-state.py:4909 with no prose mirror); fragment sweeps clean""]"
literal:0cce4fcd2952e2c2bd3d8274b24600b216f0a8a4260fe5e33b8dae3134df37aa	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC5): a degraded verifier fails closed to the full pipeline, never clears a REJECT""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; degraded-verifier prose; core clears a REJECT single-home""]"
literal:0d59f8923af31d706c48577a6a4ae3440b2e8b93e74259ffd8db8754e6a1bf21	"[""boundary"",""maintainer adjudication: review BI: batch/filter/helper command boundary: #426 T2d: Phase 1.1 pins the batch-index arithmetic s=(k-1)*10+1 / e=k*10""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; batch-index arithmetic prose beside the pinned fence; core e=k*10 single-home; the fence itself carries the operative values""]"
literal:106fab00ebf3d5d1838e26c97d8ab35ce8f7cef979201324f36e040277e2a279	"[""boundary"",""maintainer adjudication: create-issue CS: carriage identity, digest, unreadable marker, or sentinel protocol: the tool compares against the dispatch-time digest, never a compare-time re-hash""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; rationale prose for the tools compare-time choice; whole-literal and 3 fragment sweeps over the tracked tree clean""]"
literal:1558ce6398bed02fc459f37ee84180710a6c1d1174bc1ce1d0a61ea4d7b10ca1	"[""boundary"",""maintainer adjudication: review-and-fix STATE_TRANSITION: Defines cap accounting for a promoted iteration.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; iteration-accounting prose; cap accounting is agent-side, no tool reads it""]"
literal:15adb9e4661cad5508cfa9adc577b4df437f1d703f63a13303d5f6ec49825a23	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): unparseable blocker enumeration falls through, never guessed""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; never-guess prose; core guess a blocker set single-home""]"
literal:1894cedb411471d9c52d326db1428cc1e6ecc49012e56bc14a2d981380a5c4cd	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: fallback re-renders the block on each status change""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/create-issue/references/fallback-no-task-tool.md; re-render the whole block / status markers on each status change grep clean elsewhere; no tool reads it""]"
literal:1c2d22a93ec74c7c6be9c03a17b8fcf266f45367baf7fdbe54830033df9eef21	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC5): any still-unfixed blocker posts REJECT, never APPROVE/silence""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; never-APPROVE prose; core never silence single-home; docs:437 carries a reworded summary only""]"
literal:1c45f3bc9b8db8bc5738de6547e51fbfada8a0a400dcc993fb1f7578a436fa08	"[""boundary"",""Fail-safe state for unestablished editor authority.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home .devflow/prompt-extensions/receiving-code-review.md:44; only other hits are frozen docs/cutovers records; no tool reads the arm""]"
literal:1c87076023712e8df4b49f45ec21a24fcba72ebddd8fb3181a084f56b7c559be	"[""boundary"",""Authorization catch-all prevents fail-open authority inference.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 44; the catch-all permission arm is agent-executed prose; no helper compares against it""]"
literal:1e67f3a8a82637095570a27458101c0890355fd36b3db5360b08592b7c2ebbbf	"[""boundary"",""maintainer adjudication: other-skills revision-operand: The exact two-dot revision range is load-bearing and has regressed before.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; generic git range command; no repo tool parses this fence (command-head extractors cover only review/implement bundles)""]"
literal:216d902168fb88515962b8364506facc729ef0cce6f25aea40eb3902668f0a40	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4/consumer): an unparseable annotation region falls through (fail-closed)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; parse-ambiguity fall-through prose; core parsed unambiguously single-home in the tracked tree outside lib/test""]"
literal:21cc74bf2865ec4fda78fc61093641d44c1b1ca6b7a1b4e6a90fe2ee4fe03ce8	"[""boundary"",""maintainer adjudication: other-skills mutation-ownership: The no-commit clause preserves caller ownership of the mutation boundary.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; do-not-commit prose; sole home; no consumer in scripts/lib/.github""]"
literal:24e9f977706f198c34c42dc43b5b3fa00bd1c0834487521a9ab98b455b8f9a4f	"[""boundary"",""Operational prompt-composition prohibition protecting independent verification.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; blinding prose fragment; sole home in fix-delta-gate.md; soft-normalized scan clean""]"
literal:25ac283959345d713ea1e5d0fe28401503b0628d823db89357ecdd01c485f610	"[""boundary"",""maintainer adjudication: review-and-fix ROUTING: Defines the loop-control failure-map route.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review-and-fix/SKILL.md:316; no consumer in scripts/lib/.github; overview 530 summary omits the loop-control row; 3 fragment greps clean""]"
literal:25bb2b9672b2f8cce02e546f67079c24694304a28ddc546818e1e69babddf63b	"[""boundary"",""Retain security/integrity boundary: #312 item 7: Phase 2.3.6 states all-output-channels honesty.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:534; 'All-output-channels' and 'output channel' greps return only that line""]"
literal:28448c373e7b53f25389a5feb2de8b28020a291352257e32647e3a98ddd799ea	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC1): a superseded REJECT behind a later-page APPROVE must never be rechecked""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; pagination-rationale prose; core later-page single-home""]"
literal:28b240eabcdb8d854824bd2d04108239cb53bc02c6211f3ff1afbad4a839e1bf	"[""boundary"",""maintainer adjudication: create-issue AB: audit information-diet or artifact boundary: the cutover preserved the information-diet omission rule""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; information-diet omission prose, nothing machine-side; whole-literal and 3 fragment sweeps over the tracked tree clean""]"
literal:2a580f0370b0ebcc5c8a2ba6f3c268181a32f8807b4694985e15d0f86d1376f1	"[""boundary"",""Retain security/integrity boundary: #312 item 3: addendum names the endpoint\u2194permission map.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:420; inline prose bullet head; fragment grep finds no other home; nothing parses the (a)/(b) labels""]"
literal:2c7017a05e8e0096ab63fb061aa1c7c82c25a30fe4fad9668da821e51ab6d5d6	"[""boundary"",""maintainer adjudication: create-issue WD: writer, extractor, delivery marker, dispatch record, or override sequencing interface: SKILL names the template-unreadable terminal arm""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; template-unreadable appears in no scripts/lib/skills/docs file: it is a skill-composed chat marker and the prose states the state owner field set is untouched""]"
literal:2c8a0d85e7839183a5cb9e3d3c1736fc9e6d6ff1412159bc123b9ac5cab8e90f	"[""boundary"",""maintainer adjudication: implement-top operative-contract: Operative lifecycle, routing, helper, state, or cross-phase contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/SKILL.md:38; no consumer in scripts/lib/.github; 3 fragment greps (source shorthand, inline backtick, expanded before tool use) clean""]"
literal:2dc2e346ee8f65b16651568f2728ac3b59f749bb13859298e8b6b13c63dea12e	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC5): a blocker not positively fixed defaults to still-unfixed (fail-closed)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; verifier fail-closed default prose; core treated as still-unfixed single-home; docs:437 carries only a summary""]"
literal:2f38411fb9d75fb169fe94f270934f241f535a509c73d2196cef631d9dd6ee9b	"[""boundary"",""maintainer adjudication: create-issue CG: runner capability or affordance gate: truncation warning uses the runner's user-question tool""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/create-issue/references/step-4-present-create.md; prose in sub-step 1; no consumer in scripts/lib/.github; 3 fragment greps clean""]"
literal:2f6076d6f94c2066fc16dd8596597f59e5c7fb77247a615d16812e062dfa6b89	"[""boundary"",""Defines the operands used by the convergence decision.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; advisory instruction sentence; git grep Weigh convergence returns only convergence.md; no tool reads the convergence weighting""]"
literal:2fdee39b645560a2be3f42952185c7ab0c95b46a8caeadecba82a4a91f1cc03e	"[""boundary"",""maintainer adjudication: review-and-fix POST_SHADOW_GATE: Defines the logs-only exemption for post-shadow edits.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; logs-only exemption rule is agent-executed gate prose; fragment does not constitute an unreviewed edit appears only in loop-exit.md""]"
literal:3163f27c204c785532025d6dc9e3cf5ce49352eb2535fac7bad79deba2dd75ea	"[""boundary"",""Conditional gate scheduling.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; no-fix skip prose; sole home; duplicate pin lives in lib/test only""]"
literal:3170ec9e53a0807085032a72140039be41dcfd6ffe4aba387e8a26eec67276e6	"[""boundary"",""maintainer adjudication: create-issue CF: fail-closed config/capability gate or reason-selection contract: an absent/unconfigured config is tier-disabled on every rung, never 'unreadable'""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the unconfigured-vs-unreadable routing is agent-side and chat-only; overview enumerates the reason names but not this routing""]"
literal:31be92ae37da13d4c5f6a66113a645e4b0ccd1bfafb707412ec24cf837fa865a	"[""boundary"",""maintainer adjudication: other-skills fail-wrong: The explicit prohibition keeps the manifest as sole version authority.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; negative-invariant prose; sole home; no consumer""]"
literal:32e1ab3852db1a76397ceaf8a7adaf11c4845396f08ceffc6a647471080c6d11	"[""boundary"",""Blinding boundary excludes prior decision context.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; blinding prose; sole home; no consumer""]"
literal:33adccacda7c1e059155dcebc9b1c9133f6aec606940fa31e4f7d38e8a3d7fac	"[""boundary"",""Distinct run-state marker recording disabled-gate fallback.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; breadcrumb text; git grep shows no scripts/lib/.github matcher on this string""]"
literal:34c2fc50613543a04fa8bb9328c04d13d68a415e7675d827c3010fb305e6795f	"[""boundary"",""maintainer adjudication: review-and-fix PRODUCER_CONSUMER: Requires use of the engine-selected base operand.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the fence below it implements the contract and run.sh #503 AC8 asserts byte-identity behaviorally; exact base operand greps clean outside fixing.md""]"
literal:382004d2c7998197cb59fb54ef5a87c8ffbd97e97a4d322a4a9b1d7a2fbe75a6	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): an empty $BLOCKERS set falls through (no vacuous every-blocker-fixed APPROVE)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; vacuous-APPROVE guard prose; core If $BLOCKERS is empty single-home; no scripts/lib/.github consumer""]"
literal:3866d347f32eea99d16c9ef025741703cd454be7caf429fc2e99c4632d41c41a	"[""boundary"",""maintainer adjudication: review-and-fix FAIL_CLOSED: Treats every noncanonical attestation as unattested.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; residual-closure sentence in the Coverage render template that phase-3-review.md:356 explicitly instructs consumers NOT to read; fragment greps found no other home (close call)""]"
literal:3a2b6f0d9719c95fe6409e287ae8f183c7f8208b000f848bf860962501f604d7	"[""boundary"",""maintainer adjudication: review-and-fix SECURITY_BOUNDARY: Forbids all listed shadow steering channels.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; red-flag bullet listing steering channels; pure prompt discipline prose; git grep of the 12-word fragment returns only loop-control.md""]"
literal:3d70a1e371bb9feac03ba1c4ea1b803a7e457dfb0f6503018ddc076c5886b78a	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: every rendered block ends with the re-read-before-creating pointer""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; re-read the state file before creating grep clean elsewhere; rendering-reminder prose only""]"
literal:3d80255d7bc88480b46a283fb02127c06260547174f73d9e0283a84b052ea421	"[""boundary"",""maintainer adjudication: create-issue EH: external helper, portable anchor, root binding, path display, or label outcome contract: sub-step 5a discriminates anchor-resolution failure from a benign label outcome""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the always-exit-0 guarantee itself lives in ensure-label.sh/apply-labels.sh and is tested there; this sentence is agent-side rationale""]"
literal:3da4182939b6b7d0357cf6fed60048f6ee9889ca79679e90d70bc4cab06e6acc	"[""boundary"",""Executable integer-validation grammar; changing it alters accepted configuration inputs.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-executed clamp regex in a loop-control bash fence; git grep -F: only home; head extractor reads only the grep head, not its regex arg""]"
literal:43a26e1e9501b5d3c3189a26b7cd1990c80351567df9ca7d5e42e9382d412e99	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: fallback names the fourth path-agnostic creation-time anchor""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; path-agnostic anchor grep clean elsewhere; anchor-count prose no tool reconciles""]"
literal:48063f8c4b2b8cc70fe81918abb6aca5d54865f0b55140c4023834bda5bbd599	"[""boundary"",""maintainer adjudication: review-and-fix FIX_ROUTING: Defines threshold routing into the fixer.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; routing prose naming $FIX_THRESHOLD; only home; no scripts/lib/.github/jq consumer of the sentence or of the severity-ladder wording""]"
literal:4aafe4e0fcf53909b3fe36e7db1f4d27b293a53b68e5b820fa8851ff7d431c38	"[""boundary"",""Explicit producer/consumer operand contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; operand-contract check prose; sole home; no consumer in scripts/lib/.github""]"
literal:4bdfee13e32399402bf4d90f0ae2d6b1206a2ee0d4fa8a597534186daf8ebc51	"[""boundary"",""maintainer adjudication: review-and-fix FIX_ROUTING: Defines the REJECT-driver routing set.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; REJECT-driver widening clause is pure agent routing prose; single home; 3 fragment greps clean""]"
literal:4e06e840ad9fa001cc373881d80a8354b285fd00ae6badff1df674f6bac2c931	"[""boundary"",""maintainer adjudication: review-and-fix SHADOW_CONTROL: Restricts shadow review to engine-produced full-diff artifacts.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; blinding-boundary prose; no tool reads or validates the artifact set""]"
literal:4e2e096c2dbcea55de26851c50670cc8aca5c744890bdbabd90d7d6bc833eed8	"[""boundary"",""maintainer adjudication: pre-merge probe is a cross-phase contract boundary""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home for the sentence; phase-3-review.md owns the contract, this is a pointer; no tool consumer""]"
literal:4e6687894d7a3a2eadfb1a26a89d3a51b541213297426524bf835d80752e4a9f	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: a post-close record is a claim about verified fact""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; claim-about-verified-fact framing sentence; grep for claim about verified fact across scripts/lib/skills/docs found nothing""]"
literal:4e91385929d2ad30a877e085b794407e8a2593ddbd3f8045d7b7451797ed0cd0	"[""boundary"",""Retain routing/state-transition contract: #312 item 3: Phase 2.3.4 carries the workflow-diff addendum.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/implement/phases/phase-2-implement.md:418; prose bullet, not a bash fence; 3 fragment greps clean; no consumer in scripts/lib/.github""]"
literal:521c49d8b55a41e8ad38e4063837069128949e0668a2932b31709b462ff386de	"[""boundary"",""Mandatory gate handoff before committing an outcome.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; outcome-1-to-gate handoff prose; no tool consumer found""]"
literal:52eae3f3055ad075de54f95a0526aca36be45671653f1ccc4ce2787a625294d4	"[""boundary"",""maintainer adjudication: review-and-fix FAIL_CLOSED: Records the non-verified fix-delta outcome.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home SKILL.md:312; the reference_reads.fix_delta field named later in the row is outside the pinned fragment; overview 530 omits this row; fragment greps clean""]"
literal:532bb008c90c8388848f1e33bb6324e90376afbfe15433897ded3740ed59a414	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: wholesale misadjudication has no amend path""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; no-amend-path framing sentence; grep for wholesale misadjudication across scripts/lib/skills/docs found nothing""]"
literal:5375c2064ada5b76f158e82ed6d96086fdb7bc25a65ffef018ed09f227ef4833	"[""boundary"",""Executable lower-bound contract for loop state, not descriptive wording.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-executed clamp comparison in prompt bash; only home outside lib/test and .devflow/logs; no scripts/lib/.github consumer""]"
literal:540d0c87f5f89d3047abd43565b2649531f7252314498cd60480fdb20216003c	"[""boundary"",""Fail-closed direction for every adversarial input shape.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; input-shape-matrix direction prose; sole home; no consumer""]"
literal:543746d960fcf62ccfee1c337262542dca158f0ff93843822e5e76162d561fe1	"[""boundary"",""maintainer adjudication: create-issue CG: runner capability or affordance gate: disengagement push-back uses the runner's user-question tool""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home step-2-clarify.md:70; no consumer in scripts/lib/.github; fragment greps clean""]"
literal:55ee86fd9dd710d8b28c099181180c22aeee513a0060481b5807de8bfe3995f0	"[""boundary"",""Bounded failure-recovery transition.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; re-dispatch prose; sole home; second pin copy is in lib/test (excluded), not a consumer""]"
literal:5920bebf28de026c84c6cfcdefcbd7384c5ac35119e7fb0260257d96891ce87f	"[""boundary"",""Exact clean-state record marker for each iteration.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; reflection bullet wording; reflections are collected generically by fetch-pr-context.sh, never by this literal""]"
literal:5a85177da6f0473cae92a34edf328dc911bee0d393cf17e87f16f539de9f2cc9	"[""boundary"",""maintainer adjudication: create-issue CG: runner capability or affordance gate: status-transition sentence names the nearest-equivalents rule""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; status-vocabulary prose at SKILL.md:38; no DevFlow tool reads in_progress/completed; the fallback file defines its own three markers, not this sentence""]"
literal:5ad9eb70f992c2954bec0047fa7ddd0ccebd860c863fff8db8db57cbb138f608	"[""boundary"",""maintainer adjudication: workflow-edit commit gate is a credential safety boundary""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:572; heading prose unique to 2.5; fragment greps return only that line; not a bash fence so no head/shape extractor reads it""]"
literal:5b584582330464bc5fa63423a9c7d6f002e6e767620d6971e32d61dc1e1e5801	"[""boundary"",""maintainer adjudication: review MR: modular phase-routing/cross-phase boundary: #529 the root's identity table fires on an UNDERIVED hash, not only a present-and-wrong one""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:283; the identity label is emitted and read by the agent only; no tool greps it; fragment greps clean""]"
literal:5b76c6ceff04598726e2ff3ba1f6d5ebc1a455b282ed9403d3001f1c2b1696a4	"[""boundary"",""Retain routing/state-transition contract: #312 item 10: Phase 3.2 names the filter-narrowing consumer-boundary re-check.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; same home line 153; consumer-boundary re-check fragment appears nowhere else in the tracked tree outside lib/test""]"
literal:5ba242100175c803b29ca6016b5d8783455f7b0c98363ba2dfc2384c4f0dcf6e	"[""boundary"",""maintainer adjudication: declared routing-dispatch-contract boundary \u2014 the pin's own live `# structural-pin-ok: routing-dispatch-contract` declaration names it the sole dispatch site entering phase-1-setup.md \u00a71.4.0.5 on the landed-resume arm, which \u00a71.4.0.5 states is entered by explicit routing and never by a shell-variable test""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; intra-file arm-routing prose; no writer/reader pair and no tool consumer""]"
literal:5f498704963e445fe0b5ebccacf0d4da87b56e9011af2d3d24e01d09a89a951d	"[""boundary"",""Global convergence-cap contract after promotion.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; termination prose; sole home; no consumer""]"
